Date,Open,High,Low,Close,Adj Close,Volume
2013-12-01,null,null,null,null,null,null
2014-01-01,58.580002,59.730000,56.990002,57.610001,40.342575,0
2014-02-01,56.279999,60.779999,56.279999,60.779999,42.562428,0
2014-03-01,60.320000,61.230000,58.160000,58.810001,41.182896,0
2014-04-01,59.619999,59.869999,56.259998,58.430000,40.916790,0
2014-05-01,58.720001,60.299999,57.939999,60.299999,42.226299,0
2014-06-01,60.360001,61.549999,60.259998,61.549999,43.101639,0
2014-07-01,62.049999,62.400002,60.580002,60.830002,42.597443,0
2014-08-01,60.660000,63.459999,60.049999,63.310001,44.334114,0
2014-09-01,63.529999,64.110001,62.709999,63.119999,44.201061,0
2014-10-01,62.200001,65.400002,60.040001,65.400002,45.797680,0
2014-11-01,65.370003,67.400002,65.099998,67.400002,47.198219,0
2014-12-01,66.599998,67.220001,62.689999,63.930000,44.768280,0
2015-01-01,63.759998,64.540001,61.889999,62.919998,46.172359,0
2015-02-01,63.400002,67.739998,63.400002,67.599998,49.606667,0
2015-03-01,68.230003,68.779999,66.180000,67.300003,49.386520,0
2015-04-01,66.839996,68.750000,66.699997,66.699997,48.946220,0
2015-05-01,67.570000,68.629997,66.660004,67.989998,49.892857,0
2015-06-01,68.290001,69.660004,67.550003,68.099998,49.973579,0
2015-07-01,68.610001,71.379997,67.599998,70.449997,51.698071,0
2015-08-01,70.410004,70.419998,63.400002,66.519997,48.814133,0
2015-09-01,64.760002,67.690002,63.700001,65.110001,47.779438,0
2015-10-01,65.150002,70.449997,65.150002,69.989998,51.360508,0
2015-11-01,70.669998,71.099998,68.220001,70.540001,51.764122,0
2015-12-01,71.320000,71.320000,63.049999,63.990002,46.957554,0
2016-01-01,62.919998,63.040001,58.349998,60.250000,48.241470,0
2016-02-01,60.590000,60.590000,55.610001,60.000000,48.041294,0
2016-03-01,61.490002,63.349998,60.380001,63.330002,50.707588,0
2016-04-01,63.840000,64.269997,62.619999,62.619999,50.139099,0
2016-05-01,63.220001,63.860001,61.790001,63.860001,51.131954,0
2016-06-01,64.059998,64.279999,60.430000,62.919998,50.379307,0
2016-07-01,63.099998,66.360001,62.860001,66.360001,53.133675,0
2016-08-01,66.589996,67.489998,66.269997,66.269997,53.061607,0
2016-09-01,66.400002,66.839996,64.879997,66.190002,52.997559,0
2016-10-01,65.940002,65.940002,64.580002,64.610001,51.732468,0
2016-11-01,64.089996,66.089996,62.919998,65.260002,52.252918,0
2016-12-01,64.480003,66.129997,64.470001,66.129997,52.949512,0
2017-01-01,65.080002,67.870003,65.080002,67.459999,54.523968,0
2017-02-01,67.669998,70.739998,67.550003,70.400002,56.900204,0
2017-03-01,71.129997,71.480003,70.459999,71.250000,57.587204,0
2017-04-01,71.099998,74.190002,70.260002,74.190002,59.963440,0
2017-05-01,74.320000,76.449997,73.949997,76.449997,61.790058,0
2017-06-01,77.029999,77.580002,75.870003,76.209999,61.596081,0
2017-07-01,75.779999,78.129997,75.449997,77.440002,62.590221,0
2017-08-01,77.760002,79.099998,76.809998,79.099998,63.931900,0
2017-09-01,79.239998,80.180000,78.889999,80.180000,64.804802,0
2017-10-01,80.339996,82.930000,80.339996,82.930000,67.027466,0
2017-11-01,82.849998,86.730003,82.839996,86.730003,70.098785,0
2017-12-01,86.050003,86.440002,79.290001,79.660004,64.384521,0
2018-01-01,80.309998,86.449997,80.309998,85.209999,74.816856,0
2018-02-01,85.050003,85.339996,78.029999,83.879997,73.649078,0
2018-03-01,82.500000,86.529999,81.400002,82.779999,72.683250,0
2018-04-01,81.080002,85.230003,81.080002,83.290001,73.131042,0
2018-05-01,83.680000,87.059998,83.110001,86.610001,76.046104,0
2018-06-01,87.660004,90.889999,87.389999,88.250000,77.486069,0
2018-07-01,88.599998,93.900002,88.019997,90.459999,79.426514,0
2018-08-01,90.510002,94.809998,90.510002,94.510002,82.982536,0
2018-09-01,94.500000,94.709999,93.510002,94.709999,83.158134,0
2018-10-01,94.419998,94.419998,84.250000,87.250000,76.608040,0
2018-11-01,88.470001,91.230003,85.000000,90.570000,79.523094,0
2018-12-01,91.709999,91.709999,67.910004,72.750000,63.876617,0
